Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-01-01 00:00:00,151.025,184.92499999999998,5.0,13.935,18.925,26.845,10.32,1.2375,29.405,0.57,1.1,,,,,20.1675,87.6075,0.3225,137.14249999999998,0.0,0.0,25.375,1011.2,0.01
2023-01-01 01:00:00,152.7,190.975,4.675,13.4975,18.175,26.1825,6.835,1.2575,23.33,0.57,1.1,,,,,19.8625,92.7075,0.64,105.91999999999999,0.0,0.0,25.475,1010.875,0.0175
2023-01-01 02:00:00,163.10000000000002,191.8,4.975,14.0225,19.0,26.92,6.2225,1.9275,6.945,0.57,1.1,,,0.01,,18.545,98.8125,0.5125,182.055,0.0,0.0,25.15,1010.875,0.0
2023-01-01 03:00:00,162.82500000000002,190.775,4.35,13.567499999999999,17.925,26.015,5.195,1.345,12.72,0.57,1.1,,,0.01,,18.8325,98.9375,0.615,47.730000000000004,0.0,0.0,25.8,1010.875,0.005
2023-01-01 04:00:00,154.72500000000002,187.325,5.15,13.705,18.875,26.9425,6.779999999999999,1.05,35.7725,0.57,1.1,,,,,19.23,92.8625,1.205,83.945,0.0,0.0,25.9,1010.875,0.0125
2023-01-01 05:00:00,147.9,182.225,5.475,13.9225,19.425,27.380000000000003,8.942499999999999,0.925,52.8925,0.57,1.1,,,,,19.14,87.5775,1.35,83.035,0.0,0.0,26.425,1011.275,0.02
2023-01-01 06:00:00,143.125,175.325,4.125,13.9675,18.075,26.08,9.45,0.8475,60.885,0.57,1.1,,,,,19.35,85.985,1.5775000000000001,75.3225,0.0,0.0,36.55,1012.1,0.015
2023-01-01 07:00:00,135.6,162.8,4.5,13.99,18.5,26.3475,9.9125,0.8875,57.565,0.57,1.1,,,,,19.825,82.87,1.4025,81.595,0.0,0.0,95.4,1013.15,0.01
2023-01-01 08:00:00,124.75,147.2,4.325,13.69,18.05,26.12,11.8125,0.8200000000000001,73.0175,0.57,1.1,,,,,20.65,77.72,1.7674999999999998,76.61,0.0,0.0,174.725,1014.1,0.015000000000000001
2023-01-01 09:00:00,115.15,144.075,4.825,13.74,18.55,26.5775,8.95,0.8400000000000001,77.57,0.57,1.1,,,,,21.495,73.82000000000001,1.82,79.0275,0.0,0.0,240.225,1014.425,0.0225
2023-01-01 10:00:00,112.825,143.42499999999998,4.825,13.4875,18.325,26.255,9.2225,0.785,90.8,0.57,1.1,,,,,22.82,68.44,1.725,72.5375,0.0,0.0,290.79999999999995,1013.9,0.0175
2023-01-01 11:00:00,113.75,141.85,4.525,13.485,18.0,26.0375,7.74,0.77,102.2525,0.57,1.1,,,,,24.017500000000002,65.83500000000001,1.7175,69.425,0.0,0.0,459.65,1012.875,0.0075
2023-01-01 12:00:00,113.7,137.925,5.35,13.6325,19.0,26.855,7.885,0.525,115.9925,0.57,1.1,,,,,25.0175,64.5525,1.59,87.7175,0.0,0.0,445.85,1011.75,0.0125
2023-01-01 13:00:00,107.925,128.775,4.5,13.665,18.2,26.0,9.1725,0.46499999999999997,117.9325,0.57,1.1,,,,,25.6025,64.57,1.6,99.7975,0.0,0.0,370.7,1010.65,0.0175
2023-01-01 14:00:00,104.25,122.3,5.05,13.870000000000001,18.95,26.79,9.615,0.79,115.92,0.57,1.1,,,,,25.62,62.7575,0.9775,90.24,0.0,0.0,221.7,1010.075,0.01
2023-01-01 15:00:00,102.25,126.35,5.125,13.6175,18.75,26.72,6.38,0.885,91.185,0.57,1.1,,,,,24.9,66.0925,0.6799999999999999,69.4325,0.0,0.0,91.95,1010.125,0.012499999999999999
2023-01-01 16:00:00,99.75,136.875,4.05,14.115,18.15,26.15,7.0425,0.9625,82.9825,0.57,1.1,,,,,23.947499999999998,68.9725,1.19,70.615,0.0,0.0,39.375,1010.35,0.015
2023-01-01 17:00:00,98.95,142.7,4.625,13.41,18.025,26.0725,6.8025,1.2650000000000001,52.1,0.57,1.1,,,,,23.005000000000003,72.4125,0.9575,52.834999999999994,0.0,0.0,22.975,1010.9,0.02
2023-01-01 18:00:00,107.9,150.25,4.4,14.145,18.55,26.405,8.1275,1.4224999999999999,58.155,0.57,1.1,,,,,22.64,72.1675,1.64,49.769999999999996,0.0,0.0,25.475,1011.65,0.0025
2023-01-01 19:00:00,121.475,164.39999999999998,4.075,14.0725,18.15,26.17,6.7025,1.63,63.875,0.57,1.1,,,0.01,,21.965,73.6575,1.7875,46.6975,0.0,0.0,24.675,1012.175,0.005
2023-01-01 20:00:00,138.675,172.175,3.9,13.559999999999999,17.45,25.64,7.2775,1.5525,50.585,0.57,1.1,,,,,21.392500000000002,75.77,2.11,42.395,0.0,0.0,24.85,1012.55,0.0125
2023-01-01 21:00:00,151.27499999999998,178.75,5.325,13.752500000000001,19.075,26.895,6.49,1.415,50.0875,0.57,1.1,,,,,20.835,77.1,1.08,52.695,0.0,0.0,24.825,1013.05,0.0275
2023-01-01 22:00:00,150.05,178.17499999999998,4.975,13.855,18.825,26.8125,6.795,1.14,45.6625,0.57,1.1,,,,,20.5775,78.5,1.1225,53.76,0.0,0.0,25.150000000000002,1012.775,0.005
2023-01-01 23:00:00,148.13333333333333,173.96666666666667,4.65,13.940000000000001,18.266666666666666,26.2,5.883333333333333,1.0766666666666667,48.86000000000001,0.57,1.1,,,,,20.333333333333332,79.17999999999999,1.5033333333333336,48.45,0.0,0.0,25.166666666666668,1012.3333333333334,0.013333333333333334
2023-01-02 00:00:00,137.75,167.075,4.875,13.7025,18.6,26.445,6.3825,0.6950000000000001,50.335,0.57,1.1,,,,,19.84,81.8,1.2775,53.572500000000005,0.0,0.0,25.2,1011.9,0.015
2023-01-02 01:00:00,128.425,163.075,4.675,13.7625,18.425,26.43,4.385,0.715,15.7675,0.57,1.1,,,,,18.6375,89.3475,0.27,190.945,0.0,0.0,23.925,1011.525,0.0
2023-01-02 02:00:00,128.75,159.175,4.525,13.925,18.45,26.3525,3.9575,0.8925000000000001,10.635,0.5725,1.1,,,,,18.265,95.4875,0.5125000000000001,132.765,0.0,0.0,26.55,1011.075,0.0025
2023-01-02 03:00:00,125.5,151.27499999999998,5.550000000000001,13.035,18.6,26.6275,5.5025,0.7875000000000001,11.95,0.57,1.1,,,,,18.095,94.95,0.4225,174.7625,0.0,0.0,25.025,1010.9,0.01
2023-01-02 04:00:00,118.575,139.425,5.2,13.7375,18.95,26.85,5.655,0.7825,10.565,0.57,1.1,,,,,17.225,97.8075,0.385,203.1775,0.0,0.0,24.25,1011.3,0.02
2023-01-02 05:00:00,113.575,129.10000000000002,4.875,13.7475,18.6,26.62,5.38,0.8,31.439999999999998,0.57,1.1,,,,,17.715,96.215,1.2775,29.545,0.0,0.0,26.175,1011.925,0.0225
2023-01-02 06:00:00,107.0,127.72500000000001,4.75,13.8825,18.65,26.545,4.995,1.085,13.942499999999999,0.57,1.1,,,,,17.3025,96.765,0.64,263.77750000000003,0.0,0.0,40.324999999999996,1013.05,0.0025
2023-01-02 07:00:00,106.39999999999999,127.125,4.35,14.03,18.4,26.2625,5.9925,1.135,21.7,0.57,1.1,,,,,18.53,92.255,1.155,25.8275,0.0,0.0,121.55,1013.9,0.0225
2023-01-02 08:00:00,103.1,125.75,4.525,14.1725,18.7,26.61,7.172499999999999,1.0675000000000001,44.2975,0.57,1.1,,,,,20.2225,79.33,1.6,38.8225,0.0,0.0,241.125,1014.65,0.02
2023-01-02 09:00:00,99.125,121.19999999999999,5.1,13.7375,18.85,26.835,6.967499999999999,1.1025,53.2525,0.57,1.1,,,0.01,,22.0475,67.885,1.4525,24.26,0.0,0.0,363.95,1014.9,0.005
2023-01-02 10:00:00,94.225,120.07499999999999,4.5,13.7075,18.225,26.36,7.2524999999999995,0.7925,80.855,0.57,1.1,,,,,22.92,58.6625,1.8025,33.7675,0.0,0.0,458.45,1014.425,0.01
2023-01-02 11:00:00,89.775,116.775,4.825,13.8075,18.625,26.67,6.9075,0.7424999999999999,98.1825,0.57,1.1,,,,,23.96,50.795,1.605,45.2975,0.0,0.0,494.65,1013.5,0.0125
2023-01-02 12:00:00,90.36666666666667,115.36666666666667,5.133333333333334,13.76,18.900000000000002,26.793333333333333,4.94,0.7233333333333333,103.31666666666666,0.57,1.1033333333333335,,,,,25.416666666666668,47.223333333333336,1.0350000000000001,136.46666666666667,0.0,0.0,451.0,1012.4333333333334,0.02666666666666667
2023-01-02 13:00:00,95.05,116.7,4.425,13.925,18.375,26.285,12.315,0.695,119.9525,0.57,1.1,,,,,25.855,45.1125,0.905,180.9525,0.0,0.0,335.45,1011.75,0.0075
2023-01-02 14:00:00,97.425,116.80000000000001,4.2749999999999995,14.283333333333333,18.533333333333335,26.42,17.346666666666668,0.7433333333333333,126.94999999999999,0.57,1.1,,,,,25.27,45.1875,1.1575,47.56,0.0,0.0,226.6,1011.325,0.01
2023-01-02 15:00:00,96.775,123.05,3.9,13.807500000000001,17.7,25.665,13.33,0.7050000000000001,98.1875,0.57,1.1,,,,,24.915,48.22,0.61,24.73,0.0,0.0,112.075,1010.95,0.0125
2023-01-02 16:00:00,95.575,140.825,4.325,13.6525,18.0,26.015,8.75,0.8200000000000001,33.574999999999996,0.57,1.1,,,,,22.955,61.962500000000006,0.325,30.975,0.0,0.0,38.475,1011.25,0.05
2023-01-02 17:00:00,101.225,168.85,4.825,13.5075,18.325,26.2725,7.46,1.13,12.477500000000001,0.5725,1.1,,,,,21.44,64.4325,0.3025,107.31500000000001,0.0,0.0,21.675,1012.025,0.0025
2023-01-02 18:00:00,99.9,177.25,4.375,14.195,18.575,26.482499999999998,6.2475000000000005,1.4625,10.715,0.57,1.1,,,,,20.4525,71.72,0.315,110.15,0.0,0.0,23.825,1012.775,0.0
2023-01-02 19:00:00,93.55,168.3,4.6,13.6675,18.275,26.2575,7.0075,2.0675,7.555,0.57,1.1,,,,,19.7675,79.05499999999999,0.3075,96.90499999999999,0.0,0.0,25.75,1013.35,0.0225
2023-01-02 20:00:00,101.85,164.8,4.125,14.33,18.475,26.445,10.555,2.79,7.18,0.57,1.1,,,,,18.925,84.4125,0.34,306.0625,0.0,0.0,25.675,1013.7,0.0275
2023-01-02 21:00:00,112.65,166.975,4.725,13.385,18.125,26.195,5.7975,3.0225,7.0375,0.57,1.1,,,,,18.43,90.72,0.55,14.73,0.0,0.0,26.225,1014.275,0.085
2023-01-02 22:00:00,119.4,172.125,5.1,13.575,18.7,26.5825,5.8975,0.975,24.810000000000002,0.57,1.1,,,,,19.552500000000002,82.69,1.02,22.994999999999997,0.0,0.0,27.9,1013.975,0.025
2023-01-02 23:00:00,119.03333333333335,167.4333333333333,4.966666666666667,13.719999999999999,18.7,26.709999999999997,4.986666666666667,0.8466666666666667,28.153333333333336,0.57,1.1,,,,,19.133333333333336,83.59666666666668,0.7833333333333333,28.176666666666666,0.0,0.0,24.933333333333334,1013.5,0.016666666666666666
2023-01-03 00:00:00,105.125,151.575,4.7,13.82,18.5,26.415,5.2125,0.77,37.0025,0.57,1.1,,,,,18.765,84.8175,0.7225,105.0975,0.0,0.0,25.225,1013.075,0.0025
2023-01-03 01:00:00,103.375,136.9,4.325,14.2525,18.575,26.4175,4.71,0.79,33.84,0.57,1.1,,,,,18.0275,91.0075,0.7475,16.5475,0.0,0.0,25.35,1012.625,0.0025
2023-01-03 02:00:00,106.2,134.85,4.675,13.82,18.475,26.42,4.48,0.92,36.722500000000004,0.5725,1.1,,,,0.01,17.8425,94.10249999999999,0.6925,29.47,0.0,0.0,25.25,1012.3,0.0
2023-01-03 03:00:00,115.825,142.025,4.425,13.9775,18.4,26.3775,5.39,1.0575,30.0625,0.57,1.1,,,,,17.32,97.60499999999999,0.7725,29.82,0.0,0.0,25.3,1012.1,0.0075
2023-01-03 04:00:00,119.45,147.925,5.425,13.435,18.825,26.8425,5.5525,1.17,31.130000000000003,0.57,1.1,,,,,17.195,98.2875,1.11,24.630000000000003,0.0,0.0,24.9,1012.275,0.0225
2023-01-03 05:00:00,122.075,155.75,4.45,13.4875,17.924999999999997,26.085,3.925,1.1175000000000002,19.6,0.57,1.1,,,0.01,,16.7075,98.685,0.6125,98.27000000000001,0.0,0.0,24.475,1012.9,0.0
2023-01-03 06:00:00,125.35000000000001,156.275,4.975,14.065000000000001,19.025,26.862499999999997,4.61,1.385,8.125,0.57,1.1,,,,,16.165,98.945,0.7424999999999999,345.3275,0.0,0.0,37.475,1013.825,0.005
2023-01-03 07:00:00,133.775,162.15,4.275,14.0325,18.35,26.235,5.38,1.23,11.787500000000001,0.57,1.1025,,,0.01,,15.7125,98.9925,1.1575,93.4175,0.0,0.0,66.35,1015.15,0.0275
2023-01-03 08:00:00,140.3,168.475,5.075,13.62,18.700000000000003,26.605,6.0525,1.62,14.072499999999998,0.57,1.1,,,,,15.925,98.9925,1.2175,187.3875,0.0,0.0,134.775,1015.9,0.01
2023-01-03 09:00:00,138.95,166.39999999999998,5.675,13.605,19.275,27.197499999999998,7.3325,1.78,16.3075,0.5725,1.1,,,,,17.1575,97.97999999999999,1.105,257.92,0.0,0.0,309.175,1015.825,0.005
2023-01-03 10:00:00,141.825,175.45,4.375,13.75,18.15,26.259999999999998,9.95,1.4425,31.2575,0.5725,1.1,,,0.01,,19.65,84.1375,0.9525,334.3025,0.0,0.0,506.85,1015.025,0.0075
2023-01-03 11:00:00,145.02499999999998,187.325,4.5,13.9275,18.425,26.4825,11.2625,1.405,41.66,0.57,1.1,,,,,20.705,78.08500000000001,1.135,252.1975,0.0,0.0,544.275,1013.875,0.0125
2023-01-03 12:00:00,143.7,183.1,4.85,14.165,19.0,27.02,14.1875,1.49,47.379999999999995,0.57,1.1,,,,,21.225,75.945,1.505,101.77000000000001,0.0,0.0,486.75,1012.65,0.03
2023-01-03 13:00:00,139.075,179.125,3.9000000000000004,14.115,18.0,25.9625,12.594999999999999,1.555,65.65,0.57,1.1,,,,,21.7475,71.92500000000001,1.5350000000000001,20.4625,0.0,0.0,415.675,1011.475,0.01
2023-01-03 14:00:00,140.1,177.075,4.875,13.7225,18.6,26.6725,12.82,1.1925,92.985,0.57,1.1,,,,,22.6125,65.7975,1.8475,25.4625,0.0,0.0,286.6,1010.8,0.0175
2023-01-03 15:00:00,131.775,170.625,5.2749999999999995,13.9525,19.2,27.0875,12.735,0.8200000000000001,112.3725,0.57,1.1,,,,,22.1475,60.875,1.7075,109.0825,0.0,0.0,138.825,1010.625,0.0125
2023-01-03 16:00:00,124.9,160.025,5.4,13.75,19.125,27.115000000000002,10.51,1.01,79.3925,0.57,1.1,,,,,21.0175,69.995,1.1725,20.502499999999998,0.0,0.0,44.0,1011.025,0.02
2023-01-03 17:00:00,124.625,163.425,4.550000000000001,14.14,18.725,26.6775,10.7775,1.1275,53.265,0.57,1.1,,,,,19.56,78.1,1.3175,33.435,0.0,0.0,22.6,1011.475,0.0225
2023-01-03 18:00:00,127.75,174.425,4.475,14.254999999999999,18.7,26.59,7.33,1.2650000000000001,18.0475,0.57,1.1,,,,,18.3325,89.095,0.63,94.7025,0.0,0.0,23.425,1012.375,0.0025
2023-01-03 19:00:00,127.375,178.375,5.05,14.105,19.15,26.994999999999997,5.88,1.5375,6.8075,0.57,1.1,,,,,17.2425,97.515,0.5025,117.68,0.0,0.0,25.075000000000003,1013.125,0.023333333333333334
2023-01-03 20:00:00,129.775,177.29999999999998,4.725,13.525,18.275,26.385,6.1825,2.1075,5.9399999999999995,0.57,1.1,,,,,16.405,98.88499999999999,0.5225,232.21499999999997,0.0,0.0,25.725,1013.4,0.0125
2023-01-03 21:00:00,128.52499999999998,182.2,4.4,13.6275,18.05,26.1,5.4,2.0775,6.365,0.57,1.1,,,,,15.745,98.92750000000001,0.5875,329.1925,0.0,0.0,26.6,1013.525,0.0025
2023-01-03 22:00:00,131.025,185.275,4.6,14.0075,18.625,26.6525,5.2275,1.66,5.9825,0.57,1.1,,,,,15.335,98.9475,0.545,99.55999999999999,0.0,0.0,25.775,1013.375,0.0225
2023-01-03 23:00:00,132.79999999999998,177.0666666666667,4.866666666666666,14.270000000000001,19.133333333333333,27.12,4.803333333333334,1.1600000000000001,8.14,0.57,1.1,,,,0.01,15.216666666666667,98.99666666666667,0.9233333333333335,36.17333333333333,0.0,0.0,25.8,1013.0333333333333,0.01
2023-01-04 00:00:00,120.25,154.925,4.825,14.1975,19.025,27.009999999999998,4.5200000000000005,0.9199999999999999,7.35,0.57,1.1025,,,,,14.58,99.0,0.6275,291.23,0.0,0.0,25.575,1013.1500000000001,0.0
2023-01-04 01:00:00,103.875,137.07500000000002,5.225,13.75,18.975,26.95,3.6625,0.73,11.4525,0.57,1.1,,,,,14.4575,99.02,0.5175000000000001,176.2625,0.0,0.0,27.3,1013.025,0.0
2023-01-04 02:00:00,97.025,126.525,4.55,13.765,18.3,26.3425,4.1375,0.865,16.75,0.57,1.1,,,,,14.82,99.03,1.1800000000000002,10.795,0.0,0.0,26.55,1013.1,0.0025
2023-01-04 03:00:00,99.15,125.025,4.725,13.7625,18.475,26.55,4.505,0.6725,25.0475,0.57,1.1,,,,,14.6775,99.03,1.215,10.2925,0.0,0.0,26.7,1013.05,0.025
2023-01-04 04:00:00,96.17500000000001,124.925,4.15,13.8875,18.0,26.04,4.0525,0.685,35.629999999999995,0.57,1.1,,,,,14.99,99.0125,1.21,101.36749999999999,0.0,0.0,27.725,1013.1750000000001,0.0075
2023-01-04 05:00:00,90.25,123.725,4.425,13.91,18.325,26.315,4.8975,0.7124999999999999,34.1625,0.57,1.1,,,,,15.1225,98.9975,1.25,191.3475,0.0,0.0,27.225,1013.35,0.0075
2023-01-04 06:00:00,86.07499999999999,116.35,4.5,13.6525,18.125,25.97,5.47,0.6025,36.6225,0.57,1.1,,,,,15.280000000000001,98.9725,1.675,34.082499999999996,0.0,0.0,41.775,1013.825,0.0175
2023-01-04 07:00:00,85.575,114.85,4.9,13.4675,18.35,26.259999999999998,6.535,0.6575,29.7975,0.57,1.1,,,0.01,,15.8975,98.88250000000001,1.4175,24.7125,0.0,0.0,91.375,1014.8,0.0025
2023-01-04 08:00:00,88.725,112.05,4.975,13.385,18.35,26.4575,9.375,0.8175,25.9575,0.57,1.1,,,,,16.575,95.6675,1.2349999999999999,9.29,0.0,0.0,142.25,1015.6,0.0025
2023-01-04 09:00:00,90.525,109.075,4.7,13.75,18.45,26.485,9.4175,0.855,29.28,0.57,1.1,,,,,17.3975,89.5375,1.3725,97.9675,0.0,0.0,265.4,1015.75,0.0075
2023-01-04 10:00:00,91.925,117.475,4.4,13.75,18.175,26.2,13.5275,1.0425,37.085,0.57,1.1,,,,,19.105,79.965,1.175,88.5775,0.0,0.0,461.525,1015.175,0.015
2023-01-04 11:00:00,91.6,126.4,4.375,13.497499999999999,17.9,25.9575,15.307500000000001,1.0375,53.2675,0.57,1.1,,,,,20.8375,71.3,1.13,181.56,0.0,0.0,550.275,1014.025,0.0275
2023-01-04 12:00:00,97.15,128.825,5.5,13.9875,19.475,27.39,13.622499999999999,1.09,77.4425,,,,,,,21.7375,67.25,1.12,184.9625,0.0,0.0,517.925,1012.725,0.0275
2023-01-04 13:00:00,105.15,132.875,3.9250000000000003,13.87,17.775,25.785,11.8725,1.06,97.8,,,,,,,22.54,62.7475,1.415,8.7725,0.0,0.0,439.075,1011.525,0.0375
2023-01-04 14:00:00,105.22500000000001,140.05,5.325,13.8025,19.1,27.0775,15.685,1.01,101.2075,,,,,,,22.3925,60.8675,1.87,24.32,0.0,0.0,299.0,1010.625,0.0225
2023-01-04 15:00:00,105.1,144.1,4.8,13.967500000000001,18.8,26.7175,15.295000000000002,0.97,94.4375,,,,,,,22.04,60.7175,1.35,17.61,0.0,0.0,145.2,1010.275,0.0075
2023-01-04 16:00:00,103.975,147.425,4.625,13.6775,18.325,26.2825,14.555,0.915,68.8525,,,,,,,20.7775,67.28999999999999,1.0150000000000001,19.0325,0.0,0.0,46.074999999999996,1010.6,-0.0175
2023-01-04 17:00:00,105.375,151.6,4.675,13.7925,18.475,26.5625,9.115,1.06,45.8925,,,,,,,19.4525,76.155,0.96,29.525,0.0,0.0,22.825,1011.2,0.0025
2023-01-04 18:00:00,108.1,158.025,5.425,13.125,18.55,26.622500000000002,8.254999999999999,1.205,22.6575,,,,,,,18.4025,81.6725,0.7125,26.145,0.0,0.0,23.275,1011.9,0.02
2023-01-04 19:00:00,115.0,162.9,5.25,13.5225,18.775,26.87,9.615,1.245,19.2975,,,,,,,17.650000000000002,86.955,0.9125,33.3275,0.0,0.0,25.125,1012.6,0.0325
2023-01-04 20:00:00,123.0,163.5,4.85,13.4525,18.325,26.259999999999998,8.0475,1.2,8.8675,,,,,,,16.5425,93.14750000000001,0.6,172.735,0.0,0.0,24.45,1013.15,0.0175
2023-01-04 21:00:00,121.15,170.225,5.1,13.82,18.924999999999997,26.919999999999998,6.675,1.0825,6.7475000000000005,,,,,,,15.897499999999999,96.7925,0.6425,97.0625,0.0,0.0,25.225,1013.45,0.0225
2023-01-04 22:00:00,121.55,176.60000000000002,4.65,13.895,18.55,26.4725,8.0,1.0150000000000001,7.095,,,,,,,15.7525,97.3,0.765,11.02,0.0,0.0,25.45,1013.475,0.0075
2023-01-04 23:00:00,117.86666666666667,167.63333333333335,4.566666666666666,13.846666666666666,18.400000000000002,26.28333333333333,9.433333333333334,1.0166666666666666,10.453333333333333,,,,,,,15.69,98.06666666666666,0.9666666666666667,11.99,0.0,0.0,25.53333333333333,1013.4333333333334,0.0033333333333333335
2023-01-05 00:00:00,117.025,152.925,4.35,14.067499999999999,18.4,26.29,9.79,1.025,26.0075,,,,,,,15.645,97.74000000000001,1.3624999999999998,12.379999999999999,0.0,0.0,24.975,1013.4,0.0075
2023-01-05 01:00:00,114.875,153.3,4.825,13.7325,18.525,26.475,7.345,1.09,26.0775,,,,,,,15.1775,98.3075,1.7075,20.125,0.0,0.0,24.475,1013.2,0.0075
2023-01-05 02:00:00,116.825,158.875,3.525,14.02,17.55,25.5875,7.4775,1.11,16.03,,,,,,,14.5325,98.93,1.02,95.44500000000001,0.0,0.0,24.25,1013.05,0.035
2023-01-05 03:00:00,118.525,159.425,4.95,13.8575,18.775,26.669999999999998,6.195,1.03,19.705000000000002,,,,,,,13.9575,98.955,0.9625,8.6425,0.0,0.0,24.175,1013.1,0.04
2023-01-05 04:00:00,116.15,154.175,5.175,13.9025,19.125,27.04,6.135,1.06,19.225,,,,,,,13.530000000000001,98.95,0.865,7.0575,0.0,0.0,24.425,1013.2,0.0475
2023-01-05 05:00:00,113.3,145.125,4.875,13.52,18.35,26.4075,5.215,1.115,14.4225,,,,,,,13.1525,98.9525,0.6525,344.3475,0.0,0.0,24.975,1013.975,0.03
2023-01-05 06:00:00,106.375,138.3,5.425,13.1825,18.625,26.7,4.9925,0.88,20.2675,,,,,,,13.105,98.965,1.0225,91.715,0.0,0.0,43.775,1014.95,-0.015
2023-01-05 07:00:00,101.6,133.7,3.75,13.9925,17.75,25.717499999999998,7.5075,0.955,20.9975,,,,,,,13.83,98.5775,1.2025000000000001,97.9275,0.0,0.0,65.1,1015.775,0.0
2023-01-05 08:00:00,105.025,134.85,4.65,13.879999999999999,18.55,26.5925,13.0075,1.26,22.1775,,,,,,,15.4275,91.4,1.3225,9.8025,0.0,0.0,285.525,1016.15,0.01
2023-01-05 09:00:00,106.55,144.55,4.325,13.6325,17.95,25.9525,15.7725,1.14,36.215,,,,,,,17.2275,80.77,1.1875,90.11000000000001,0.0,0.0,438.275,1016.225,0.0125
2023-01-05 10:00:00,110.725,152.175,3.5999999999999996,13.8325,17.425,25.4575,21.4525,1.1549999999999998,49.0875,,,,,,,18.950000000000003,72.0225,1.0975000000000001,255.48499999999999,0.0,0.0,532.3,1015.6,0.035
2023-01-05 11:00:00,114.55,158.175,3.75,14.02,17.75,25.6575,15.947500000000002,1.0425,74.6725,,,,,,,20.45,65.3175,1.5,94.7525,0.0,0.0,567.075,1014.85,0.0175
2023-01-05 12:00:00,110.15,157.975,4.875,13.5775,18.450000000000003,26.495,13.870000000000001,1.0225,92.3175,,,,,,,21.7575,60.7675,1.6075,97.815,0.0,0.0,528.925,1013.5,0.02
2023-01-05 13:00:00,106.975,149.225,4.1,13.9325,18.05,25.8825,13.8325,0.9675,97.915,,,,,,,22.865000000000002,56.635000000000005,1.2875,93.44500000000001,0.0,0.0,434.15,1012.4,0.025
2023-01-05 14:00:00,103.775,139.75,4.75,13.6875,18.475,26.419999999999998,12.85,0.9525,103.2525,,,,,,,22.9375,55.6725,1.55,14.35,0.0,0.0,302.7,1011.65,0.01
2023-01-05 15:00:00,96.975,142.75,5.025,13.6825,18.7,26.595,8.4,0.9525,98.7325,,,,,,,22.265,58.4325,1.29,93.02000000000001,0.0,0.0,144.95,1011.4,0.0175
2023-01-05 16:00:00,95.4,137.35,4.45,13.485,17.95,26.0425,8.2825,0.9425,94.6375,,,,,,,20.7125,63.785,1.4,7.5525,0.0,0.0,47.2,1011.725,0.0125
2023-01-05 17:00:00,101.325,134.0,4.85,13.9925,18.85,26.7675,10.13,1.14,71.02250000000001,,,,,,,19.442500000000003,70.1875,0.905,1.7,0.0,0.0,22.7,1012.125,0.0325
2023-01-05 18:00:00,114.725,153.125,4.275,13.754999999999999,18.025,26.1175,14.282499999999999,1.0150000000000001,51.675,,,,,,,18.7125,74.705,0.8025,89.69,0.0,0.0,24.4,1012.6,0.0375
2023-01-05 19:00:00,135.2,178.05,4.875,13.6075,18.5,26.572499999999998,19.8675,1.08,36.2275,,,,,,,18.1125,77.45,0.7,342.87,0.0,0.0,24.85,1013.15,0.03
2023-01-05 20:00:00,148.85,182.15,4.225,14.092500000000001,18.325,26.3475,14.3625,1.1375,14.4225,,,,,,,16.7225,86.03999999999999,0.2925,154.39249999999998,0.0,0.0,23.85,1013.7,0.0125
2023-01-05 21:00:00,150.95,182.6,5.225,13.58,18.825,26.8325,7.0125,1.4449999999999998,6.81,,,,,,,15.655,94.88,0.4025,111.16,0.0,0.0,25.700000000000003,1014.125,0.005
2023-01-05 22:00:00,155.575,198.275,3.7249999999999996,14.0025,17.725,25.7775,6.6325,1.585,9.745000000000001,,,,,,,15.6025,97.33250000000001,0.5974999999999999,114.91,0.0,0.0,26.325,1014.275,0.0025
2023-01-05 23:00:00,158.26666666666668,209.26666666666665,4.3999999999999995,13.596666666666666,18.03333333333333,25.956666666666667,9.976666666666667,1.08,28.833333333333332,,,,,,,16.386666666666667,87.06666666666666,1.0233333333333332,238.76666666666665,0.0,0.0,24.733333333333334,1013.9,0.0033333333333333335
2023-01-06 00:00:00,143.975,185.27499999999998,4.875,14.147499999999999,19.025000000000002,26.9025,9.48,0.8625,40.0,,,,,,,15.3,86.8575,1.53,8.7125,0.0,0.0,24.174999999999997,1013.825,0.005
2023-01-06 01:00:00,134.225,170.175,5.05,14.19,19.25,27.3975,6.3625,0.8674999999999999,32.6075,,,,,,,14.2775,90.2575,1.1075,8.7225,0.0,0.0,23.675,1013.525,0.03
2023-01-06 02:00:00,130.8,164.85,4.575,13.94,18.5,26.4425,6.46,0.72,21.4225,,,,,,,13.3675,93.6875,0.8325,179.305,0.0,0.0,24.35,1013.4,0.0375
2023-01-06 03:00:00,123.72500000000001,151.625,4.975,13.485,18.45,26.6275,6.8675,0.7224999999999999,20.63,,,,,,,12.6775,95.765,0.845,93.445,0.0,0.0,24.5,1013.15,0.03
