station,value,pollutant,timestamp,state,city,latitude,longitude,aqi
"Police Commissionerate, Jaipur - RSPCB",33.0,CO,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,33.0
"Police Commissionerate, Jaipur - RSPCB",24.0,OZONE,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,24.0
"Adarsh Nagar, Jaipur - RSPCB",23.0,PM2.5,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,23.0
"Adarsh Nagar, Jaipur - RSPCB",11.0,NO2,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,11.0
"RIICO Sitapura, Jaipur - RSPCB",1.0,SO2,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,1.0
"Mansarovar Sector-12, Jaipur - RSPCB",20.0,PM2.5,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,20.0
"Talkatora District Industries Center, Lucknow - CPCB",51.0,PM10,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,51.0
"Talkatora District Industries Center, Lucknow - CPCB",6.0,NH3,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,6.0
"Talkatora District Industries Center, Lucknow - CPCB",2.0,SO2,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,2.0
"Gomti Nagar, Lucknow - UPPCB",15.0,PM2.5,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,15.0
"B R Ambedkar University, Lucknow - UPPCB",2.0,PM2.5,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,2.0
"B R Ambedkar University, Lucknow - UPPCB",11.0,NO2,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,11.0
"Kukrail Picnic Spot-1, Lucknow - UPPCB",31.0,NO2,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,31.0
"Kukrail Picnic Spot-1, Lucknow - UPPCB",6.0,NH3,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,6.0
"Kukrail Picnic Spot-1, Lucknow - UPPCB",12.0,CO,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,12.0
"Kukrail Picnic Spot-1, Lucknow - UPPCB",33.0,OZONE,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,33.0
"Lalbagh, Lucknow - CPCB",33.0,PM2.5,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,33.0
"Lalbagh, Lucknow - CPCB",24.0,NO2,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,24.0
"Lalbagh, Lucknow - CPCB",1.0,SO2,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,1.0
"Kendriya Vidyalaya, Lucknow - CPCB",66.0,PM2.5,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,66.0
"Kendriya Vidyalaya, Lucknow - CPCB",3.0,SO2,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,3.0
"New Malakpet, Hyderabad - TSPCB",2.0,NH3,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,2.0
"New Malakpet, Hyderabad - TSPCB",14.0,OZONE,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,14.0
"Sanathnagar, Hyderabad - TSPCB",10.0,PM2.5,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,10.0
"Sanathnagar, Hyderabad - TSPCB",9.0,NO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,9.0
"Kompally Municipal Office, Hyderabad - TSPCB",71.0,PM10,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,71.0
"Kompally Municipal Office, Hyderabad - TSPCB",28.0,CO,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,28.0
"Central University, Hyderabad - TSPCB",3.0,PM2.5,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,3.0
"IDA Pashamylaram, Hyderabad - TSPCB",34.0,PM10,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,34.0
"IDA Pashamylaram, Hyderabad - TSPCB",0.0,NH3,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,0.0
"Zoo Park, Hyderabad - TSPCB",6.0,CO,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,6.0
"ECIL Kapra, Hyderabad - TSPCB",3.0,NO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,3.0
"ECIL Kapra, Hyderabad - TSPCB",14.0,SO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,14.0
"Nacharam_TSIIC IALA, Hyderabad - TSPCB",34.0,CO,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,34.0
"Nacharam_TSIIC IALA, Hyderabad - TSPCB",16.0,OZONE,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,16.0
"IITH Kandi, Hyderabad - TSPCB",30.0,PM2.5,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,30.0
"IITH Kandi, Hyderabad - TSPCB",41.0,CO,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,41.0
"ICRISAT Patancheru, Hyderabad - TSPCB",10.0,NO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,10.0
"ICRISAT Patancheru, Hyderabad - TSPCB",1.0,NH3,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,1.0
"Velachery Res. Area, Chennai - CPCB",37.0,PM10,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,37.0
"Manali Village, Chennai - TNPCB",6.0,PM2.5,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,6.0
"Manali Village, Chennai - TNPCB",2.0,NH3,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,2.0
"Jadavpur, Kolkata - WBPCB",5.0,SO2,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,5.0
"Fort William, Kolkata - WBPCB",7.0,OZONE,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,7.0
"Rabindra Bharati University, Kolkata - WBPCB",23.0,NO2,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,23.0
"Rabindra Bharati University, Kolkata - WBPCB",5.0,NH3,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,5.0
"Rabindra Bharati University, Kolkata - WBPCB",42.0,CO,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,42.0
"Ballygunge, Kolkata - WBPCB",12.0,CO,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,12.0
"Rabindra Sarobar, Kolkata - WBPCB",30.0,PM10,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,30.0
"Bidhannagar, Kolkata - WBPCB",13.0,NO2,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,13.0
"Govt. High School Shikarpur, Patna - BSPCB",16.0,CO,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,16.0
"Samanpura, Patna - BSPCB",15.0,NO2,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,15.0
"Samanpura, Patna - BSPCB",16.0,OZONE,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,16.0
"Muradpur, Patna - BSPCB",107.0,PM10,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,107.0
"Muradpur, Patna - BSPCB",4.0,NH3,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,4.0
"Rajbansi Nagar, Patna - BSPCB",25.0,CO,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,25.0
"Govt. High School Shikarpur, Patna - BSPCB",50.0,PM2.5,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,50.0
"Major Dhyan Chand National Stadium, Delhi - DPCC",6.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,6.0
"DTU, Delhi - CPCB",33.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,33.0
"Dr. Karni Singh Shooting Range, Delhi - DPCC",2.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,2.0
"Ashok Vihar, Delhi - DPCC",11.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,11.0
"Ashok Vihar, Delhi - DPCC",4.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,4.0
"R K Puram, Delhi - DPCC",118.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,118.0
"Dwarka-Sector 8, Delhi - DPCC ",81.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,81.0
"ITO, Delhi - CPCB",40.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,40.0
"ITO, Delhi - CPCB",70.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,70.0
"ITO, Delhi - CPCB",17.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,17.0
"ITO, Delhi - CPCB",58.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,58.0
"ITO, Delhi - CPCB",17.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,17.0
"IGI Airport (T3), Delhi - IITM",14.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,14.0
"NSUT Jaffarpur, Delhi - DPCC",73.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,73.0
"NSUT Jaffarpur, Delhi - DPCC",2.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,2.0
"Bawana, Delhi - DPCC",4.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,4.0
"Major Dhyan Chand National Stadium, Delhi - DPCC",6.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,6.0
"Sonia Vihar, Delhi - DPCC",108.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,108.0
"Sonia Vihar, Delhi - DPCC",28.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,28.0
"Nehru Nagar, Delhi - DPCC",27.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,27.0
"Nehru Nagar, Delhi - DPCC",12.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,12.0
"Nehru Nagar, Delhi - DPCC",27.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,27.0
"Nehru Nagar, Delhi - DPCC",10.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,10.0
"Pusa, Delhi - DPCC",113.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,113.0
"Patparganj, Delhi - DPCC",5.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,5.0
"Patparganj, Delhi - DPCC",33.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,33.0
"IHBAS, Dilshad Garden, Delhi - CPCB",23.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,23.0
"Najafgarh, Delhi - DPCC",17.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,17.0
"Wazirpur, Delhi - DPCC",129.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,129.0
"Wazirpur, Delhi - DPCC",8.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,8.0
"Shadipur, Delhi - CPCB",48.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,48.0
"Mundka, Delhi - DPCC",1.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,1.0
"Mundka, Delhi - DPCC",35.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,35.0
"Punjabi Bagh, Delhi - DPCC",34.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,34.0
"Sirifort, Delhi - CPCB",33.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,33.0
"Aya Nagar, Delhi - IITM",32.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,32.0
"Jawaharlal Nehru Stadium, Delhi - DPCC",16.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,16.0
"Jawaharlal Nehru Stadium, Delhi - DPCC",3.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,3.0
"Mandir Marg, Delhi - DPCC",19.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,19.0
"NSIT Dwarka, Delhi - CPCB",34.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,34.0
"NSIT Dwarka, Delhi - CPCB",3.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,3.0
"Vivek Vihar, Delhi - DPCC",1.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,1.0
"Jahangirpuri, Delhi - DPCC",21.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,21.0
"Jahangirpuri, Delhi - DPCC",5.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,5.0
"IGNOU_Maidan Garhi, Delhi - DPCC",79.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,79.0
"JNU, Delhi - DPCC",0.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,0.0
"Narela, Delhi - DPCC",13.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,13.0
"Narela, Delhi - DPCC",40.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,40.0
"Talkatora Garden, Delhi - DPCC",8.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,8.0
"Commonwealth Sports Complex, Delhi - DPCC",46.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,46.0
"Commonwealth Sports Complex, Delhi - DPCC",78.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,78.0
"City Railway Station, Bengaluru - KSPCB",102.0,PM10,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,102.0
"City Railway Station, Bengaluru - KSPCB",30.0,NO2,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,30.0
"Jigani, Bengaluru - KSPCB",25.0,OZONE,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,25.0
"BTM Layout, Bengaluru - CPCB",37.0,PM10,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,37.0
"BTM Layout, Bengaluru - CPCB",4.0,NH3,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,4.0
"BTM Layout, Bengaluru - CPCB",45.0,CO,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,45.0
"Silk Board, Bengaluru - KSPCB",11.0,PM2.5,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,11.0
"Silk Board, Bengaluru - KSPCB",0.0,SO2,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,0.0
"Hombegowda Nagar, Bengaluru - KSPCB",13.0,PM2.5,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,13.0
"Hombegowda Nagar, Bengaluru - KSPCB",4.0,CO,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,4.0
"Hombegowda Nagar, Bengaluru - KSPCB",33.0,OZONE,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,33.0
"Bapuji Nagar, Bengaluru - KSPCB",22.0,PM10,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,22.0
"Ghatkopar, Mumbai - BMC",10.0,PM2.5,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,10.0
"Ghatkopar, Mumbai - BMC",18.0,CO,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,18.0
"Kandivali West, Mumbai - BMC",11.0,PM2.5,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,11.0
"Kurla, Mumbai - MPCB",29.0,SO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,29.0
"Kurla, Mumbai - MPCB",29.0,SO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,29.0
"Kurla, Mumbai - MPCB",14.0,CO,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,14.0
"Worli, Mumbai - MPCB",20.0,PM10,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,20.0
"Worli, Mumbai - MPCB",3.0,SO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,3.0
"Bandra Kurla Complex, Mumbai - MPCB",29.0,PM10,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,29.0
"Navy Nagar-Colaba, Mumbai - IITM",11.0,PM2.5,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,11.0
"Navy Nagar-Colaba, Mumbai - IITM",4.0,SO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,4.0
"Navy Nagar-Colaba, Mumbai - IITM",26.0,OZONE,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,26.0
"Khindipada-Bhandup West, Mumbai - IITM",12.0,PM10,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,12.0
"Chembur, Mumbai - MPCB",39.0,PM10,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,39.0
"Chembur, Mumbai - MPCB",5.0,NO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,5.0
"Kherwadi_Bandra East, Mumbai - MPCB",3.0,SO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,3.0
"Kherwadi_Bandra East, Mumbai - MPCB",14.0,CO,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,14.0
"Kherwadi_Bandra East, Mumbai - MPCB",30.0,OZONE,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,30.0
"Byculla, Mumbai - BMC",1.0,NH3,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,1.0
"Byculla, Mumbai - BMC",2.0,CO,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,2.0
"Borivali East, Mumbai - IITM",7.0,PM2.5,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,7.0
"Borivali East, Mumbai - IITM",29.0,PM10,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,29.0
"Bandra Kurla Complex, Mumbai - IITM",7.0,CO,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,7.0
"Bandra Kurla Complex, Mumbai - IITM",11.0,OZONE,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,11.0
"Deonar, Mumbai - IITM",15.0,PM2.5,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,15.0
"Deonar, Mumbai - IITM",27.0,PM10,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,27.0
"Deonar, Mumbai - IITM",3.0,NO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,3.0
"Deonar, Mumbai - IITM",6.0,NH3,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,6.0
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",26.0,NO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,26.0
"Siddharth Nagar-Worli, Mumbai - IITM",21.0,PM2.5,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,21.0
"Siddharth Nagar-Worli, Mumbai - IITM",43.0,CO,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,43.0
"Malad West, Mumbai - IITM",3.0,NO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,3.0
"Malad West, Mumbai - IITM",5.0,CO,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,5.0
"Mazgaon, Mumbai - IITM",19.0,PM2.5,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,19.0
"Mazgaon, Mumbai - IITM",11.0,NO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,11.0
"Sewri, Mumbai - BMC",7.0,OZONE,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,7.0
"Chakala-Andheri East, Mumbai - IITM",7.0,NH3,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,7.0
"Chakala-Andheri East, Mumbai - IITM",0.0,SO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,0.0
"Chakala-Andheri East, Mumbai - IITM",1.0,CO,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,1.0
"Mansarovar Sector-12, Jaipur - RSPCB",23.0,CO,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,23.0
"Mansarovar Sector-12, Jaipur - RSPCB",48.0,OZONE,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,48.0
"Shastri Nagar, Jaipur - RSPCB",61.0,PM10,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,61.0
"Shastri Nagar, Jaipur - RSPCB",7.0,NH3,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,7.0
"Shastri Nagar, Jaipur - RSPCB",17.0,CO,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,17.0
"Shastri Nagar, Jaipur - RSPCB",26.0,OZONE,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,26.0
"Sector-2 Murlipura, Jaipur - RSPCB",24.0,OZONE,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,24.0
"Police Commissionerate, Jaipur - RSPCB",57.0,PM2.5,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,57.0
"Police Commissionerate, Jaipur - RSPCB",19.0,SO2,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,19.0
"Adarsh Nagar, Jaipur - RSPCB",0.0,SO2,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,0.0
"Adarsh Nagar, Jaipur - RSPCB",35.0,CO,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,35.0
"RIICO Sitapura, Jaipur - RSPCB",25.0,PM2.5,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,25.0
"RIICO Sitapura, Jaipur - RSPCB",12.0,CO,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,12.0
"Mansarovar Sector-12, Jaipur - RSPCB",12.0,NH3,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,12.0
"ICRISAT Patancheru, Hyderabad - TSPCB",11.0,CO,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,11.0
"Kokapet, Hyderabad - TSPCB",55.0,PM10,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,55.0
"Kokapet, Hyderabad - TSPCB",7.0,SO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,7.0
"Kodungaiyur, Chennai - TNPCB",9.0,PM2.5,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,9.0
"Kodungaiyur, Chennai - TNPCB",13.0,PM10,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,13.0
"Perungudi, Chennai - TNPCB",0.0,NH3,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,0.0
"Perungudi, Chennai - TNPCB",1.0,OZONE,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,1.0
"Arumbakkam, Chennai - TNPCB",26.0,PM10,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,26.0
"Arumbakkam, Chennai - TNPCB",0.0,SO2,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,0.0
"Manali Village, Chennai - TNPCB",26.0,CO,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,26.0
"Manali, Chennai - CPCB",19.0,PM2.5,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,19.0
"Royapuram, Chennai - TNPCB",46.0,PM10,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,46.0
"Royapuram, Chennai - TNPCB",29.0,OZONE,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,29.0
"Kompally Municipal Office, Hyderabad - TSPCB",2.0,NH3,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,2.0
"IDA Pashamylaram, Hyderabad - TSPCB",2.0,NO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,2.0
"Zoo Park, Hyderabad - TSPCB",8.0,PM2.5,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,8.0
"Zoo Park, Hyderabad - TSPCB",7.0,NO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,7.0
"Zoo Park, Hyderabad - TSPCB",2.0,SO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,2.0
"Zoo Park, Hyderabad - TSPCB",23.0,OZONE,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,23.0
"ECIL Kapra, Hyderabad - TSPCB",25.0,CO,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,25.0
"Nacharam_TSIIC IALA, Hyderabad - TSPCB",51.0,PM10,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,51.0
"Nacharam_TSIIC IALA, Hyderabad - TSPCB",4.0,NH3,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,4.0
"Nacharam_TSIIC IALA, Hyderabad - TSPCB",9.0,SO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,9.0
"Somajiguda, Hyderabad - TSPCB",11.0,SO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,11.0
"Somajiguda, Hyderabad - TSPCB",22.0,OZONE,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,22.0
"Gomti Nagar, Lucknow - UPPCB",16.0,PM10,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,16.0
"Gomti Nagar, Lucknow - UPPCB",13.0,SO2,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,13.0
"Gomti Nagar, Lucknow - UPPCB",45.0,OZONE,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,45.0
"Kukrail Picnic Spot-1, Lucknow - UPPCB",4.0,SO2,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,4.0
"Kendriya Vidyalaya, Lucknow - CPCB",42.0,CO,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,42.0
"New Malakpet, Hyderabad - TSPCB",12.0,NO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,12.0
"Ramachandrapuram, Hyderabad - TSPCB",37.0,CO,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,37.0
