date,station,PM2.5,PM10,NO2,SO2,CO,O3,O3.1,month,dayofyear,PM2.5_sub_index,PM10_sub_index,NO2_sub_index,SO2_sub_index,CO_sub_index,O3_sub_index,AQI,AQI_category,latitude,longitude
2023-03-25,Kolkata_Victoria_2023-10-01_2023-11-30,24.38402777777777,53.60416666666666,10.916805555555555,9.084305555555556,0.6237499999999999,41.179340277777776,41.179340277777776,3,84,40.64004629629628,53.60416666666666,13.646006944444444,11.355381944444446,31.1875,41.179340277777776,53.60416666666666,Satisfactory,22.5448,88.3426
2023-03-25,Mumbai_Bandra_2023-10-01_2023-11-30,,,,,,,,3,84,,,,,,,,Unknown,19.0544,72.8402
2023-03-26,Chennai_Alandur_2023-10-01_2023-11-30,20.747465277777778,31.88802083333333,13.005625,18.90798611111111,1.1010416666666667,11.176597222222222,11.176597222222222,3,85,34.579108796296296,31.88802083333333,16.25703125,23.63498263888889,51.05671296296296,11.176597222222222,51.05671296296296,Satisfactory,13.0012,80.2014
2023-03-26,Delhi_AnandVihar_2023-10-01_2023-11-30,102.59027777777776,226.5,71.60000000000001,29.0,2.778125,19.0,19.0,3,85,240.5668103448275,184.38590604026848,89.44615384615386,36.25,109.49802215189874,19.0,240.5668103448275,Poor,28.6476,77.3158
2023-03-26,Kolkata_Victoria_2023-10-01_2023-11-30,22.690972222222225,54.42743055555555,10.885590277777778,9.636666666666668,0.6132638888888889,45.24888888888889,45.24888888888889,3,85,37.818287037037045,54.42743055555555,13.606987847222223,12.045833333333336,30.663194444444446,45.24888888888889,54.42743055555555,Satisfactory,22.5448,88.3426
2023-03-26,Mumbai_Bandra_2023-10-01_2023-11-30,,,,,,,,3,85,,,,,,,,Unknown,19.0544,72.8402
2023-03-27,Chennai_Alandur_2023-10-01_2023-11-30,24.648298611111112,37.91975694444445,13.128229166666666,20.00645833333333,1.1822916666666667,12.630277777777778,12.630277777777778,3,86,41.08049768518519,37.91975694444445,16.41028645833333,25.008072916666663,55.48032407407408,12.630277777777778,55.48032407407408,Satisfactory,13.0012,80.2014
2023-03-27,Delhi_AnandVihar_2023-10-01_2023-11-30,82.10763888888889,169.5625,72.90208333333334,21.995289855072464,3.0968750000000003,19.86458333333333,19.86458333333333,3,86,173.05711206896552,146.55494966442953,91.0821047008547,27.49411231884058,113.4924841772152,19.86458333333333,173.05711206896552,Moderate,28.6476,77.3158
2023-03-27,Kolkata_Victoria_2023-10-01_2023-11-30,45.58611111111111,81.00659722222223,10.897083333333333,12.04920138888889,0.7835416666666667,59.23881944444445,59.23881944444445,3,86,75.64549808429118,81.00659722222223,13.621354166666666,15.061501736111111,39.177083333333336,59.23881944444445,81.00659722222223,Satisfactory,22.5448,88.3426
2023-03-27,Mumbai_Bandra_2023-10-01_2023-11-30,,,,,,,,3,86,,,,,,,,Unknown,19.0544,72.8402
